;Marca;Preco;Preco Boleto
859;Placa de Video EVGA GeForce GTX 1050 3GB GDDR5 SC 96-bit, 03G-P4-6153-KR;0;0
860;Placa de Video EVGA GeForce GT 1030 2GB DDR4 Low Profile 64-bit, 02G-P4-6232-KR;0;0
861;Placa de Video Sapphire Radeon RX 570 4GB GDDR5 Pulse ITX 256-bit, 11266-34-20G;0;0
862;Placa de Video MSI GeForce RTX 2060 6GB GDDR6 GAMING Z 192-bit, 912-V375-015;0;0
863;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 OC 192-bit, GV-N2060GAMING OC-6GD;0;0
864;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 WindForce OC 192-bit, GV-N2060WF2OC-6GD;0;0
865;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 OC 192-bit, GV-N2060OC-6GD;0;0
866;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 Mini ITX OC, GV-N2060IXOC-6GD;0;0
867;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 Aorus XTREME 192-bit, GV-N2060AORUS X-6GC;0;0
868;Placa de Video Gigabyte GeForce RTX 2060 6GB GAMING OC, GV-N2060GAMINGOC PRO-6GD;0;0
869;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 Turbo Auto-Extreme 192-bit, TURBO-RTX2060-6G;0;0
870;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 DUAL Auto-Extreme 192-bit, DUAL-RTX2060-A6G;0;0
871;Placa de Video MSI GeForce GTX 1660 Ti 6GB GDDR6 VENTUS XS OC 192-bit, 912-V375-039;0;0
872;Placa de Video Zotac GeForce RTX 2060 6GB GDDR6 AMP 192-bit, ZT-T20600D-10M;0;0
873;Placa de Video XFX Radeon RX 570 4GB GDDR5 OC XXX 256-bit, RX-570P4DFD6;0;0
874;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 ROG Strix OC 192-bit, ROG-STRIX-RTX2060-O6G-GAMING;0;0
875;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 ROG Strix 192-bit, ROG-STRIX-RTX2060-A6G-GAMING;0;0
876;Placa de Video Zotac GeForce RTX 2060 6GB GDDR6 Twin Fan 192-bit, ZT-T20600F-10M;0;0
877;Placa de Video MSI GeForce RTX 2060 6GB GDDR6 VENTUS OC 192-bit, 912-V375-017;0;0
878;Placa de Video Galax GeForce GTX 1060 6GB GDDR5X OC REDBLACK 192-bit, 60NRJ7DSX1PO;0;0
879;Placa de Video Galax GeForce RTX 2060 6GB GDDR6 1-Click OC 192-bit, 26NRL7HPX7OC;0;0
880;Placa de Video Gigabyte GeForce GTX 1050 3GB GDDR5 OC Low Profile 96-bit, GV-N1050OC-3GL;0;0
881;Placa de Video Sapphire Radeon RX 590 8GB GDDR5 Nitro+ 256-bit, 11289-01-20G;0;0
882;Placa de Video MSI Ventus GeForce RTX 2080 8GB OC, 912-V372-007;0;0
883;Placa de Video Asus GeForce RTX 2080 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX2080-8G-GAMING;0;0
884;Placa de Video Asus GeForce RTX 2080 Ti DUAL OC 11GB GDDR6 352-bit, DUAL-RTX2080TI-O11G;0;0
885;Placa de Video Asus GeForce RTX 2080 DUAL 8GB GDDR6 256-bit, DUAL-RTX2080-A8G;0;0
886;Placa de Video Asus GeForce RTX 2080 DUAL 8GB GDDR6 256-bit, DUAL-RTX2080-8G;0;0
887;Placa de Video Asus GeForce RTX 2070 DUAL OC 8GB GDDR6 256-bit, DUAL-RTX2070-O8G;0;0
888;Placa de Video Asus GeForce RTX 2070 DUAL 8GB GDDR6 256-bit, DUAL-RTX2070-A8G;0;0
889;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 Aorus 256-bit, GV-N2070AORUS-8GC;0;0
890;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 256-bit, GV-N2070GAMING-8GC;0;0
891;Placa de Video Gigabyte GeForce GT 730 2GB DDR3 64-bit, GV-N730D3-2GI;0;0
892;Placa de Video Gigabyte GeForce GT 710 1GB GDDR5 64-bit, GV-N710D5-1GI;0;0
893;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 OC 352-bit, 28IULBUCT4OC;0;0
894;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 SG Edition 352-bit, 28IULBUCT2GC;0;0
895;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 1-Click OC White 256-bit, 28NSL6UCT6WO;0;0
896;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 AMP! MAXX 256-bit, ZT-T20800H-10P;0;0
897;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 AMP! Extreme 256-bit, ZT-T20800C-10P;0;0
898;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 AMP! Extreme 256-bit, ZT-T20800B-10P;0;0
899;Placa de Video Zotac GeForce RTX 2080 Ti 11GB GDDR6 Twin Fan 352-bit, ZT-T20810G-10P;0;0
900;Placa de Video Zotac GeForce RTX 2070 8GB GDDR6 AMP! 256-bit, ZT-T20700D-10P;0;0
901;Placa de Video AsRock Phantom Gaming Radeon RX 570 4GB GDDR5 256-bit, 90-GA0K00-00UANF;0;0
902;Placa de Video AsRock Phantom Gaming Radeon RX 560 4GB GDDR5 128-bit, 90-GA0600-00UANF;0;0
903;Placa de Video Gigabyte GeForce RTX 2080 Ti 11GB GDDR6 WindForce 352-bit, GV-N208TWF3-11GC;0;0
904;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 WindForce 256-bit, GV-N2080WF3-8GC;0;0
905;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 OC White 256-bit, GV-N2080GAMINGOC WHITE-8GC;0;0
906;Placa de Video Galax GeForce GTX 1060 6GB GDDR5X OC 192-bit, 60NRJ7DSV8OC;0;0
907;Placa de Video EVGA GeForce RTX 2080 8GB GDDR6 XC 256-bit, 08G-P4-2182-KR;0;0
908;Placa de Video MSI GeForce RTX 2070 8GB GDDR6 Gaming Z 256-bit, 912-V373-007;0;0
909;Placa de Video MSI GeForce RTX 2070 ARMOR 8G OC GDDR6, 912-V373-013;0;0
910;Placa de Video Asus GeForce GTX 1050 OC 2GB 128-bit, CERBERUS-GTX1050-O2G;0;0
911;Placa de Video XFX Radeon RX 590 8GB GDDR5 Fatboy 256-bit, RX-590P8DFD6;0;0
912;Placa de Video MSI Radeon RX 570 Armor 8GB OC GDDR5 256bit, RX-570-Armor-8GB-OC;0;0
913;Placa de Video Zotac GeForce RTX 2070 8GB GDDR6 AMP Extreme 256-bit, ZT-T20700C-10P;0;0
914;Placa de Video Zotac GeForce RTX 2070 8GB GDDR6 AMP Extreme 256-bit, ZT-T20700B-10P;0;0
915;Placa de Video EVGA GeForce RTX 2070 8GB GDDR6 XC Ultra 256-bit, 08G-P4-2173-KR;0;0
916;Placa de Video EVGA GeForce RTX 2070 8GB GDDR6 XC 256-bit, 08G-P4-2172-KR;0;0
917;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 1-Click OC SG 256-bit, 28NSL6UCU1SE;0;0
918;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 OC 256-bit, 27NSL6UCT7OC;0;0
919;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 OC White 256-bit, 27NSL6UCV3WO;0;0
920;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 OC 256-bit, 28NSL6UCT7OC;0;0
921;Placa de Video Asus GeForce GTX 1060 6GB GDDR5 192-bit, PH-GTX1060-6G;0;0
922;Placa de Video MSI GeForce GTX 1070 Ti Aero 8GB, GeForce-GTX-1070-Ti-Aero-8G;0;0
923;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 OC White 256-bit, GV-N2070GAMINGOC WHITE-8GC;0;0
924;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 OC 256-bit, GV-N2070GAMINGOC-8GC;0;0
925;Placa de Video Asus GeForce RTX 2080 OC 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX2080-O8G-GAMING;0;0
926;Placa de Video MSI GeForce RTX 2080 8GB GDDR6 Sea Hawk X 256-bit, 912-V372-008;0;0
927;Placa de Video MSI GeForce RTX 2080 8GB GDDR6 Gaming X TRIO 256-bit, 912-V372-090;0;0
928;Placa de Video Asus GeForce RTX 2070 OC 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX2070-O8G-GAMING;0;0
929;Placa de Video Galax GeForce GTX 1060 6GB GDDR5 OC 192-bit, 60NRH7DSN5E6;0;0
930;Placa de Video Asus GeForce RTX 2080 Ti DUAL OC 11GB GDDR6 352-bit, DUAL-RTX2080TI-A11G;0;0
931;Placa de Video Asus GeForce RTX 2080 DUAL OC 8GB GDDR6 256-bit, DUAL-RTX2080-O8G;0;0
932;Placa de Video AsRock Phantom Gaming Radeon RX 560 2GB GDDR5 128-bit, 90-GA0400-00UANF;0;0
933;Placa de Video AsRock Phantom Gaming Radeon RX 550 2GB GDDR5 128-bit, 90-GA0500-00UANF;0;0
934;Placa de Video PowerColor Radeon RX 560 2GB GDDR5 Red Dragon 128-bit, AXRX 560 2GBD5-DHAV2;0;0
935;Placa de Video PowerColor Radeon RX 550 2GB GDDR5 Red Dragon 128-bit, AXRX 550 2GBD5-DHA/OC;0;0
936;Placa de Video Asus GeForce GTX 1050 3GB GDDR5 96-bit, PH-GTX1050-3G;0;0
937;Placa de Video Asus Arez Radeon RX 560 4GB OC GDDR5 128-bit, AREZ-RX560-O4G-EVO;0;0
938;Placa de Video PowerColor Radeon RX 580 8GB GDDR5 Red Devil Golden Sample 256-bit, AXRX 580 8GBD5-3DHG/OC;0;0
939;Placa de Video Gigabyte GeForce GTX 1050 3GB GDDR5 96-bit, GV-N1050D5-3GD;0;0
940;Placa de Video XFX Radeon R7 240 2GB DDR3 128-bit, R7-240A-2TS4;0;0
941;Placa de Video Galax GeForce GTX 1060 6GB GDDR5 OC BOY V20 192-bit, 60NRH7DSR4BY;0;0
942;Placa de Video Gigabyte GeForce GTX 1050 3GB GDDR5 WindForce OC 96-bit, GV-N1050OC-3GD;0;0
943;Placa de Video Sapphire Radeon RX 560 4GB GDDR5 Pulse 128-bit, 11267-18-20G;0;0
944;Placa de Video Gigabyte GeForce GT 710 2GB DDR3 Low Profile 64-bit, GV-N710D3-2GL;0;0
945;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 Blower 256-bit, ZT-T20800A-10P;0;0
946;Placa de Video Zotac GeForce RTX 2080 Ti 11GB GDDR6 Triple Fan 352-bit, ZT-T20810F-10P;0;0
947;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 AMP! 256-bit, ZT-T20800D-10P;0;0
948;Placa de Video Zotac GeForce RTX 2080 Ti 11GB GDDR6 AMP! 352-bit, ZT-T20810D-10P;0;0
949;Placa de Video MSI GeForce GT 1030 Low Profile OC, 2GB, DDR4, 64-bit, 912-V809-4065;0;0
950;Placa de Video Sapphire Radeon RX 580 4GB GDDR5 Nitro+ 256-bit, 11265-31-20G;0;0
951;Placa de Vídeo Gigabyte GeForce RTX 2080 Ti GAMING OC 11G, GV-N208TGAMINGOC-11GC;0;0
952;Placa de Video Gigabyte GeForce RTX 2080 Ti Windforce OC 11GB 352-bit, GV-N208TWF3OC-11GC;0;0
953;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 OC 256-bit, GV-N2080GAMING OC-8GC;0;0
954;Placa de Video MSI Radeon RX 580 ARMOR MK2 8G OC, 912-V341-253;0;0
955;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 WindForce OC 256-bit, GV-N2080WF3OC-8GC;0;0
956;Placa de Video PNY GeForce GT 710 2GB GDDR3 64-bit, VCGGT7102XPB-BB;0;0
957;Placa de Video Galax GeForce GT 1030 2GB SDDR4 EX White 64-bit, 30NPK4HVS6XW;0;0
958;Placa de Video Asus GeForce GTX 1060 OC 6GB GDDR5 192-bit, EX-GTX1060-O6G;0;0
959;Placa de Video PNY GeForce GTX 1060 3GB GDDR5 OC XLR8 192-bit, VCGGTX10603XGPB-OC-BB;0;0
960;Placa de Vídeo MSI GeForce GTX 1050 2G OC GDDR5 128-bit, 912-V809-2287;0;0
961;Placa de Video Asus GeForce GTX 1070 Ti 8GB GDDR5 256-bit, CERBERUS-GTX1070TI-A8G;0;0
962;Placa de Video Asus GeForce GTX 1050 Ti 4G GDDR5 128-bit, CERBERUS-GTX1050TI-A4G;0;0
963;Placa de Video Asus GeForce GTX 1050 Ti OC 4GB GDDR5 128-bit, CERBERUS-GTX1050TI-O4G;0;0
964;Placa de Video Gigabyte GeForce GTX 1070 Ti 8GB GDDR5 WindForce 256-bit, GV-N107TWF2-8GD;0;0
965;Placa de Video PowerColor Radeon RX 550 2GB GDDR5 Red Dragon 128-bit, AXRX 550 4GBD5-DHA;0;0
966;Placa de Video PNY GeForce GTX 1060 6GB GDDR5 OC XLR8 192-bit, VCGGTX10606XGPB-OC2;0;0
967;Placa de Video Galax GeForce GT 1030 2GB SDDR4 64-bit, 30NPK4HVQ4BG;0;0
968;Placa de Video Gigabyte GeForce GTX 1070 Ti 8GB GDDR5 256-bit, GV-N107TGAMING-8GD;0;0
969;Placa de Video Asus Radeon RX 580 8GB GDDR5 TOP Edition 256-bit, ROG-STRIX-RX580-T8G-GAMING;0;0
970;Placa de Video PowerColor Radeon RX 560 4GB GDDR5 Red Dragon 256-bit, AXRX 560 4GBD5-DHA;0;0
971;Placa de Video Gigabyte GeForce GTX 1060 6GB GDDR5 Aorus Xtreme 192-bit, GV-N1060AORUS X-6GD;0;0
972;Placa de Video PNY Quadro P620 2G GDDR5 128-bits, VCQP620-PB;0;0
973;Placa de Video EVGA GeForce GTX 1070 Ti 8GB GDDR5 FTW Ultra Silent 256-bit, 08G-P4-6678-KR;0;0
974;Placa de Video Galax GeForce GTX 1070 Ti 8GB GDDR5 EX 256-bit, 70ISH6DHM9XE;0;0
975;Placa de Video Gigabyte GeForce GT 710 2GB DDR5 64-bit, GV-N710D5-2GL;0;0
976;Placa De Vídeo MSI Geforce GTX 1070 Ti Gaming 8G 256 Bits;0;0
977;Placa De Video MSI GeForce GTX 1070 Ti Duke 8G 256 Bits;0;0
978;Placa de Video Asus GeForce GTX 1060 DUAL 6GB GDDR5 192-bit, DUAL-GTX1060-6G;0;0
979;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X FTW3 iCX 352-bit, 11G-P4-6696-KR;0;0
980;Placa de Video Gigabyte GeForce GTX 1070 Ti 8GB GDDR5 Aorus 256-bit, GV-N107TAORUS-8GD;0;0
981;Placa de Video Asus GeForce GTX 1060 3GB GDDR5 192-bit, PH-GTX1060-3G;0;0
982;Placa de Video Gigabyte Radeon RX 560 4GB GDDR5 OC 128-bit, GV-RX560OC-4GD;0;0
983;Placa de Video Gigabyte GeForce GT 710 2GB GDDR5 Low profile 64-bit, GV-N710D5SL-2GL;0;0
984;Placa de Video PNY GeForce GTX 1070 Ti 8GB GDDR5 Blower 256-bit, VCGGTX1070T8PB;0;0
985;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X Mini 352-bit, ZT-P10810G-10P;0;0
986;Placa de Video EVGA GeForce GTX 1070 Ti 8GB GDDR5 256-bit, 8G-P4-5670-KR;0;0
987;Placa de Video EVGA GeForce GT 710 2GB DDR3 64-bit, 02G-P3-2712-KR;0;0
988;Placa de Video PowerColor Radeon RX 580 4GB GDDR5 Red Dragon 256-bit, AXRX 580 4GBD5-3DHDV2/OC;0;0
989;Placa de Video Gigabyte GeForce GT 730 2GB DDR3 128-bit, GV-N730-2GI;0;0
990;Placa de Video MSI GT 710 2GB 64Bit GDDR5, GT 710 2GD5 LP;0;0
991;Placa de Video MSI GT 710 1GB 32Bit GDDR5, GT 710 1GD5 LP;0;0
992;Placa de Video MSI GT 730 4GB 128Bit DDR3, N730-4GD3V2;0;0
993;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X EXOC White 352-bit, 80IUJBMDQ0EW;0;0
994;Placa de Video XFX Radeon RX 550 2GB GDDR5 128-bit, RX-550P2SFG5;0;0
995;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X SC 256-bit, 08G-P4-5186-KR;0;0
996;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 FTW 128-bit, 04G-P4-6258-RX;0;0
997;Placa de Video EVGA GeForce GT 730 2GB GDDR5 Low Profile 64-bit, 02G-P3-3732-KR;0;0
998;Placa de Video EVGA GeForce GT 730 2GB GDDR5 Low Profile 64-bit, 02G-P3-3733-KR;0;0
999;Placa de Video Zotac GeForce GT 710 2GB GDDR5 Zone 64-bit, ZT-71307-20L;0;0
1000;Placa de Video Zotac GeForce GTX 1070 Ti 8GB GDDR5 AMP! 256-bit, ZT-P10710C-10P;0;0
1001;Placa de Video Zotac GeForce GTX 1070 Ti 8GB GDDR5 AMP! Extreme 256-bit, ZT-P10710B-10P;0;0
1002;Placa de Video Zotac GeForce GTX 1070 Ti 8GB GDDR5 Mini 256-bit, ZT-P10710G-10P;0;0
1003;Placa De Video MSI Geforce GT 710 1GB GDDR3 Low Profile 64-bit, 912-V809-3000;0;0
1004;Placa De Video MSI Geforce GT 730 2GB DDR3 128Bit, N730-2GD3V3;0;0
1005;Placa de Video XFX Radeon R5 230 2GB DDR3 Low Profile 64-bit, R5-230A-CLF2;0;0
1006;Placa de Video MSI GeForce GTX 1050 AERO ITX 2G OC GDDR5 128-bit, 912-V809-2455;0;0
1007;Placa de Video Asus Radeon RX 560 OC 4GB GDDR5 128-bit, RX560-O4G-EVO;0;0
1008;Placa de Vídeo MSI Geforce GTX 1080 Ti Gaming X Trio 11G GDDR5X 352Bit;0;0
1009;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Aorus Xtreme Edition WF 352-bit, GV-N108TAORUSX W-11GD;0;0
1010;Placa de Video Asus GeForce GT 1030 2GB GDDR5 64-bit, GT1030-SL-2G-BRK;0;0
1011;Placa De Video Galax Geforce GT 710 1GB GDDR3 64-bit, 71GGH4HXJ4FN;0;0
1012;Placa de Video Asus Radeon RX 560 OC 4GB GDDR5 ROG Strix 128-bit, ROG-STRIX-RX560-O4G-EVO-GAMING;0;0
1013;Placa de Vídeo MSI GEFORCE GTX 1070 TI TITANIUM 8G GDDR5 256bit;0;0
1014;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Aorus Xtreme Edition WF 352-bit, GV-N108TAORUSX WB-11GD;0;0
1015;Placa de Video Galax GeForce GTX 1070 8GB GDDR5 Katana 256-bit, 70NSH6DS2HRZ;0;0
1016;Placa de Video Gigabyte GeForce GTX 1070 Ti 8GB GDDR5 WindForce OC 256-bit, GV-N107TGAMING OC-8GD;0;0
1017;Placa de Video EVGA GeForce GTX 1070 Ti 8GB GDDR5 FTW2 iCX 256-bit, 08G-P4-6775-KR;0;0
1018;Placa de Video Galax GeForce GTX 1070 Ti 8GB GDDR5 EX-Sniper White 256-bit, 70ISH6DHN1WS;0;0
1019;Placa de Video Asus GeForce GTX 1070 Ti 8GB GDDR5 ROG Strix Advanced 256-bit, ROG-STRIX-GTX1070TI-A8G-GAMING;0;0
1020;Placa de Video Asus GeForce GTX 1070 Ti 8GB GDDR5 ROG Strix 256-bit, ROG-STRIX-GTX1070TI-8G-GAMING;0;0
1021;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X ArcticStorm 352-bit, ZT-P10810E-30P;0;0
1022;Placa de Video EVGA GeForce GTX 1070 Ti 8GB GDDR5 SC Black Edition 256-bit, 08G-P4-5671-KR;0;0
1023;Placa de Video XFX Radeon RX 550 4GB GDDR5 128-bit, RX-550P4SFG5;0;0
1024;Placa de Video XFX Radeon R7 250E 1GB DDR5 128-bit, R7-250E-ZNJ4;0;0
1025;Placa de Video PNY GT 730 2GB DDR3 Low Profile 64-bit, VCGGT7302D36LXPB-BB;0;0
1026;Placa de Video PNY GT 730 1GB DDR3 Low Profile 64-bit, VCGGT7301D3LXPB-BB;0;0
1027;Placa de Video Gigabyte GeForce GT 730 2GB DDR3 64-bit, GV-N730SL-2GL;0;0
1028;Placa de Video EVGA GeForce GT 640 1GB GDDR5 SC 64-bit, 01G-P3-2642-KR;0;0
1029;Placa de Video Zotac GeForce GTX 1080 Ti 11GB GDDR5X AMP! Extreme 352-bit, ZT-P10810F-10P;0;0
1030;Placa de Video Gigabyte GeForce GTX 1060 6GB GDDR5 Aorus OC 192-bit, GV-N1060AORUS-6GD;0;0
1031;Placa de Video XFX Radeon RX VEGA 64 8GB HBM2 2048-bit, RX-VEGMTSFX6;0;0
1032;Placa de Video XFX Radeon RX VEGA 64 8GB HBM2 2048-bit, RX-VEGMTBFX6;0;0
1033;Placa de Video XFX Radeon RX VEGA 56 8GB HBM2 2048-bit, RX-VEGMLBFX6;0;0
1034;Placa de Video MSI Geforce GTX 1080Ti Gaming X 11GB GDDR5X, 912-V360-001;0;0
1035;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 FTW2 iCX 256-bit, 08G-P4-6676-KR;0;0
1036;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 SC2 iCX 256-bit, 08G-P4-6573-KR;0;0
1037;Placa de Video PowerColor Radeon RX 580 8GB GDDR5 Red Devil 256-bit, AXRX 580 8GBD5-3DH/OC;0;0
1038;Placa de Video Zotac GeForce GTX 1070 8GB GDDR5 AMP! 256-bit, ZT-P10700N-10P;0;0
1039;Placa de Video PowerColor Radeon R5 230 2GB DDR3 64-bit, AXR5 230 2GBK3-HE;0;0
1040;Placa de Video Galax GeForce GT 710 2GB DDR3 64-bit, 71GPH4HXJ4FN;0;0
1041;Placa de Video Asus Radeon RX 570 4GB OC GDDR5 Expedition 256-bit, EX-RX570-O4G;0;0
1042;Placa de Video Sapphire Radeon RX VEGA 56 8GB HBM2 2048-bit, 21276-00-20G;0;0
1043;Placa de Video MSI Radeon RX VEGA 64 8G HBM2;0;0
1044;Placa de Video Galax GeForce GT 730 2GB GDDR5 64-bit, 73GPH4HXB2TV;0;0
1045;Placa de Video MSI Radeon RX 560 AERO ITX 4G OC GDDR5 128bit;0;0
1046;Placa de Video EVGA GeForce GTX 1080 Ti 11GB GDDR5X FTW3 DT iCX 352-bit, 11G-P4-6694-KR;0;0
1047;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X iCX 256-bit, 08G-P4-6581-KR;0;0
1048;Placa de Video Galax GeForce GTX 1080 Ti 11GB GDDR5X HOF Watercooled 352-bit, 80IUJBDHQ8HO;0;0
1049;Placa de Video MSI GeForce GT 610 2GB DDR3, N610-2GD3/LP;0;0
1050;Placa de Video PowerColor Radeon RX 560 4GB GDDR5 Red Dragon 128-bit, AXRX 560 4GBD5-DHAM;0;0
1051;Placa de Video Sapphire Radeon RX VEGA 64 8GB HBM2 2048-bit, 21275-02-20G;0;0
1052;Placa de Video Sapphire Radeon R5 230 1GB DDR3 64-bit, 11233-01-20G;0;0
1053;Placa de Video Asus Dual GeForce GTX 1050 Ti OC 4GB GDDR5 128-bit, DUAL-GTX1050TI-O4G-V2;0;0
1054;Placa de Video XFX Radeon RX 560D 4GB GDDR5 128-bit, RX-560D4SFG5;0;0
1055;Placa de Video XFX Radeon RX 560D 2GB GDDR5 128-bit, RX-560D2SFG5;0;0
1056;Placa de Video Sapphire Radeon RX 580 8GB GDDR5 Nitro+ 256-bit, 11265-21-20G;0;0
1057;Placa de Video Zotac GeForce GTX 1050 Ti 4GB GDDR5 Low Profile 128-bit, ZT-P10510E-10L;0;0
1058;Placa De Vídeo MSI RADEON RX 580 GAMING X 4G GDDR5 256 Bits;0;0
1059;Placa de Vídeo MSI Geforce GTX 1080 Ti Lightning Z 11GB GDDR5 352Bit;0;0
1060;Placa de Video EVGA GeForce GTX 1070 8GB GDDR5 FTW2 DT iCX 256-bit, 08G-P4-6674-KR;0;0
1061;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW2 iCX 192-bit, 06G-P4-6768-KR;0;0
1062;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X FTW2 DT iCX 256-bit, 08G-P4-6684-KR;0;0
1063;Placa de Video EVGA GeForce GTX 1060 6GB GDDR5 FTW2 DT iCX 192-bit, 06G-P4-6766-KR;0;0
1064;Placa De Vídeo MSI RADEON RX 550 AERO ITX 2G OC GDDR5 128 Bits, RX 550 AERO ITX 2G OC;0;0
1065;Placa de Video EVGA GeForce GTX 1050 Ti 4GB GDDR5 FTW DT 128-bit, 04G-P4-6256-KR;0;0
1066;Placa de Video Asus Radeon RX 560 OC 4GB GDDR5 128-bit, RX560-O4G;0;0
1067;Placa de Vídeo MSI Geforce GTX 1080 Ti Armor OC 11GB GDDR5X 352Bit, 912-V360-010;0;0
1068;Placa de Video Asus Radeon RX 560 4GB GDDR5 ROG Strix 128-bit, ROG-STRIX-RX560-4G-GAMING;0;0
1069;Placa de Video PowerColor Radeon RX 550 2GB GDDR5 Red Dragon 128-bit, AXRX 550 2GBD5-DHV2/OC;0;0
1070;Placa de Video PowerColor Radeon RX 560 2GB GDDR5 Red Dragon 128-bit, AXRX 560 2GBD5-DHV3/OC;0;0
1071;Placa de Video PowerColor Radeon RX 560 4GB GDDR5 Red Dragon 128-bit, AXRX 560 4GBD5-DHV2/OC;0;0
1072;Placa de Video Asus GeForce GTX 1080 Ti 11GB GDDR5X ROG Poseidon 352-bit, ROG-POSEIDON-GTX1080TI-P11G-GAMING;0;0
1073;Placa de Video PNY GeForce GTX 1080 Ti 11GB GDDR5X Blower 352-bit, VCGGTX1080T11PB-CG2;0;0
1074;Placa de Video EVGA GeForce GT 1030 2GB GDDR5 Low Profile 64-bit, 02G-P4-6332-KR;0;0
1075;Placa de Video EVGA GeForce GT 1030 2GB GDDR5 SC 64-bit, 02G-P4-6333-KR;0;0
1076;Placa de Video PowerColor Radeon RX 580 8GB GDDR5 Red Dragon 256-bit, AXRX 580 8GBD5-3DHDV2/OC;0;0
1077;Placa de Video Asus Radeon RX 580 OC 8GB GDDR5 ROG Strix 256-bit, ROG-STRIX-RX580-O8G-GAMING;0;0
1078;Placa de Video Gigabyte GeForce GTX 1080 8GB GDDR5X WindForce 256-bit, GV-N1080D5X-8GD;0;0
1079;Placa de Video Gigabyte GeForce GTX 1080 Ti 11GB GDDR5X Turbo 352-bit, GV-N108TTURBO-11GD;0;0
1080;Placa de Video Gigabyte GeForce GT 1030 2GB GDDR5 Silent Low Profile 64-bit, GV-N1030SL-2GL;0;0
1081;Placa de Video Asus Dual Radeon RX 580 OC 4GB GDDR5 256-bit, DUAL-RX580-O4G;0;0
1082;Placa de Video Asus Dual Radeon RX 580 OC 8GB GDDR5 256-bit, DUAL-RX580-O8G;0;0
1083;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X FTW2 iCX 256-bit, 08G-P4-6686-KR;0;0
1084;Placa de Video Sapphire Radeon RX 560 4GB GDDR5 Pulse 128-bit, 11267-00-20G;0;0
1085;Placa de Video Galax GeForce GTX 1050 2GB GDDR5 OC Low Profile 128-bit, 50NPH8DSP2MN;0;0
1086;Placa de Video Asus Radeon RX 560 OC 2GB GDDR5 128-bit, RX560-O2G;0;0
1087;Placa de Video EVGA GeForce GTX 1080 8GB GDDR5X SC2 iCX 256-bit, 08G-P4-6583-KR;0;0
1088;Placa de Video Sapphire Radeon RX 560 2GB GDDR5 Pulse 128-bit, 11267-02-20G;0;0
1089;Placa de Video Asus Radeon RX 560 OC 4GB GDDR5 ROG Strix 128-bit, ROG-STRIX-RX560-O4G-GAMING;0;0
1090;Placa de Video Gigabyte GeForce GTX 1060 6GB GDDR5 WindForce 192-bit, GV-N1060D5-6GD;0;0
